epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,817.845,0.88678,0.61892,0.85802,0.99098,0.98924,0.99486,0.79073,0.8067,0.54018,0.84787,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802,0.005406,0.001802
12,886.816,0.87029,0.58523,0.85359,0.99057,0.99212,0.99491,0.79315,0.80401,0.52909,0.84872,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822,0.0053466,0.0017822
13,955.544,0.85583,0.58136,0.85781,1,0.97951,0.99485,0.79856,0.77769,0.51007,0.84781,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624
14,1024.37,0.85928,0.57303,0.85072,0.99728,0.98423,0.99489,0.80161,0.76444,0.50809,0.84387,0.0052278,0.0017426,0.0052278,0.0017426,0.0052278,0.0017426,0.0052278,0.0017426
15,1089.83,0.85809,0.56174,0.85329,0.99205,0.98387,0.99484,0.78781,0.79114,0.5027,0.84614,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228,0.0051684,0.0017228
16,1158.59,0.83547,0.54058,0.84229,0.99597,0.98536,0.99485,0.79471,0.76866,0.48219,0.84669,0.005109,0.001703,0.005109,0.001703,0.005109,0.001703,0.005109,0.001703
17,1227.84,0.81145,0.51789,0.84497,0.99432,0.98518,0.99479,0.79785,0.77365,0.47358,0.84532,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832
18,1296.95,0.82183,0.51573,0.84786,0.99699,0.98874,0.99493,0.7969,0.76792,0.46694,0.84837,0.0049902,0.0016634,0.0049902,0.0016634,0.0049902,0.0016634,0.0049902,0.0016634
19,1362.97,0.80844,0.50653,0.84615,0.99935,0.98761,0.99487,0.80062,0.7665,0.46259,0.84573,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436,0.0049308,0.0016436
20,1431.51,0.79904,0.49905,0.84425,0.99339,0.98986,0.99493,0.79725,0.76322,0.46784,0.84467,0.0048714,0.0016238,0.0048714,0.0016238,0.0048714,0.0016238,0.0048714,0.0016238
21,1500.82,0.79344,0.49548,0.84057,0.99661,0.99216,0.99499,0.79636,0.75238,0.45821,0.84742,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604
22,1569.6,0.80372,0.49046,0.83667,0.99549,0.99347,0.99497,0.80308,0.74154,0.44606,0.84259,0.0047526,0.0015842,0.0047526,0.0015842,0.0047526,0.0015842,0.0047526,0.0015842
23,1635.07,0.79086,0.48439,0.83861,0.99212,0.99194,0.9949,0.80202,0.74621,0.44268,0.84022,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644,0.0046932,0.0015644
24,1703.8,0.78266,0.48267,0.83666,0.98805,0.99437,0.99484,0.80162,0.75184,0.44206,0.84727,0.0046338,0.0015446,0.0046338,0.0015446,0.0046338,0.0015446,0.0046338,0.0015446
25,1771.75,0.79789,0.48167,0.84494,0.98695,0.99324,0.99459,0.80283,0.74504,0.44523,0.84462,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248
26,1840.62,0.78514,0.47391,0.84141,0.9855,0.99516,0.99447,0.8014,0.74799,0.43361,0.84427,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505,0.004515,0.001505
27,1906.83,0.79162,0.46062,0.83655,0.98715,0.99437,0.99475,0.80375,0.74087,0.42857,0.84559,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852,0.0044556,0.0014852
28,1974.73,0.75638,0.45142,0.83475,0.9888,0.99424,0.99484,0.80613,0.73633,0.4241,0.84467,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654,0.0043962,0.0014654
29,2043.71,0.76368,0.45012,0.83568,0.9906,0.9955,0.99493,0.80886,0.73026,0.42084,0.84513,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456
30,2112.97,0.77811,0.45506,0.83693,0.99097,0.99775,0.99499,0.81106,0.72906,0.41616,0.84567,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258,0.0042774,0.0014258
31,2178.18,0.75216,0.4477,0.83242,0.99334,0.9955,0.99499,0.80655,0.74547,0.41587,0.8465,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406,0.004218,0.001406
32,2246.19,0.74902,0.4398,0.83147,0.99775,0.99737,0.995,0.81292,0.72857,0.40664,0.84404,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862,0.0041586,0.0013862
33,2315.41,0.75746,0.44475,0.84059,0.99882,0.99775,0.99499,0.81219,0.72272,0.40506,0.84346,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664
34,2383.97,0.73552,0.43544,0.83276,0.99887,0.99661,0.99498,0.80634,0.73167,0.4103,0.84264,0.0040398,0.0013466,0.0040398,0.0013466,0.0040398,0.0013466,0.0040398,0.0013466
35,2449.44,0.75895,0.43612,0.83258,0.99398,0.99775,0.99498,0.81197,0.72397,0.39741,0.84089,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268,0.0039804,0.0013268
36,2518.71,0.73579,0.42996,0.83055,0.99438,0.99638,0.9949,0.80771,0.72872,0.39934,0.84348,0.003921,0.001307,0.003921,0.001307,0.003921,0.001307,0.003921,0.001307
37,2587.29,0.74527,0.43092,0.83684,0.99276,0.99662,0.99493,0.80941,0.7212,0.39516,0.84087,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872
38,2655.67,0.73658,0.41854,0.8365,0.98886,0.99662,0.9949,0.80964,0.71841,0.39557,0.8406,0.0038022,0.0012674,0.0038022,0.0012674,0.0038022,0.0012674,0.0038022,0.0012674
39,2720.98,0.75091,0.42565,0.83386,0.98993,0.99641,0.99491,0.80686,0.7265,0.39747,0.83763,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476,0.0037428,0.0012476
40,2789.54,0.73224,0.4186,0.83234,0.98644,0.99775,0.9947,0.80756,0.73201,0.40037,0.83962,0.0036834,0.0012278,0.0036834,0.0012278,0.0036834,0.0012278,0.0036834,0.0012278
41,2858.11,0.7313,0.41978,0.8291,0.98771,0.9958,0.99475,0.80997,0.72984,0.39621,0.83897,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208
42,2926.44,0.73005,0.41162,0.83631,0.99395,0.99437,0.99489,0.80622,0.73315,0.38741,0.83957,0.0035646,0.0011882,0.0035646,0.0011882,0.0035646,0.0011882,0.0035646,0.0011882
43,2992.31,0.72837,0.41523,0.82915,0.99471,0.99437,0.99489,0.81137,0.71392,0.38751,0.83955,0.0035052,0.0011684,0.0035052,0.0011684,0.0035052,0.0011684,0.0035052,0.0011684
44,3061.1,0.73595,0.40925,0.82981,0.99028,0.99324,0.99486,0.81268,0.71601,0.38644,0.84014,0.0034458,0.0011486,0.0034458,0.0011486,0.0034458,0.0011486,0.0034458,0.0011486
45,3129.29,0.7278,0.41844,0.83728,0.98743,0.99662,0.99484,0.81107,0.72157,0.39087,0.83863,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288
46,3198.72,0.72137,0.40711,0.83447,0.98591,0.99662,0.9947,0.81036,0.71897,0.38857,0.8378,0.003327,0.001109,0.003327,0.001109,0.003327,0.001109,0.003327,0.001109
47,3264.03,0.71968,0.40782,0.83037,0.98652,0.99662,0.9947,0.81318,0.70627,0.383,0.83701,0.0032676,0.0010892,0.0032676,0.0010892,0.0032676,0.0010892,0.0032676,0.0010892
48,3332.53,0.72918,0.40234,0.83228,0.98663,0.99722,0.9948,0.81214,0.71151,0.38206,0.83623,0.0032082,0.0010694,0.0032082,0.0010694,0.0032082,0.0010694,0.0032082,0.0010694
49,3401.58,0.72063,0.40363,0.83085,0.98678,0.99662,0.99465,0.81067,0.71191,0.38242,0.84028,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496
50,3470.22,0.72451,0.41045,0.83194,0.9855,0.99662,0.99385,0.81082,0.71397,0.38942,0.84057,0.0030894,0.0010298,0.0030894,0.0010298,0.0030894,0.0010298,0.0030894,0.0010298
51,3535.46,0.70653,0.39624,0.82604,0.98716,0.99662,0.99407,0.81096,0.71881,0.38435,0.8415,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101,0.00303,0.00101
52,3604.18,0.70168,0.39072,0.82695,0.98773,0.99751,0.99472,0.81092,0.71886,0.37835,0.83916,0.0029706,0.0009902,0.0029706,0.0009902,0.0029706,0.0009902,0.0029706,0.0009902
53,3672.56,0.72049,0.39932,0.83053,0.98781,0.99662,0.9948,0.80793,0.71795,0.38008,0.839,0.0029112,0.0009704,0.0029112,0.0009704,0.0029112,0.0009704,0.0029112,0.0009704
54,3740.87,0.71411,0.39491,0.82471,0.99523,0.99662,0.99494,0.81123,0.72077,0.37488,0.83915,0.0028518,0.0009506,0.0028518,0.0009506,0.0028518,0.0009506,0.0028518,0.0009506
55,3806.25,0.7203,0.39411,0.82669,0.9955,0.9959,0.99495,0.81504,0.70936,0.37108,0.83673,0.0027924,0.0009308,0.0027924,0.0009308,0.0027924,0.0009308,0.0027924,0.0009308
56,3875.2,0.71036,0.39395,0.82623,0.9955,0.99552,0.99495,0.81496,0.71516,0.37616,0.83855,0.002733,0.000911,0.002733,0.000911,0.002733,0.000911,0.002733,0.000911
57,3943.7,0.69859,0.38648,0.82522,0.99214,0.99472,0.99477,0.81707,0.71161,0.37231,0.83763,0.0026736,0.0008912,0.0026736,0.0008912,0.0026736,0.0008912,0.0026736,0.0008912
58,4012.49,0.69524,0.38297,0.82376,0.99214,0.99525,0.99462,0.81372,0.7099,0.37398,0.83829,0.0026142,0.0008714,0.0026142,0.0008714,0.0026142,0.0008714,0.0026142,0.0008714
59,4078.52,0.71115,0.3888,0.83573,0.99102,0.99467,0.99435,0.8105,0.71805,0.37609,0.84007,0.0025548,0.0008516,0.0025548,0.0008516,0.0025548,0.0008516,0.0025548,0.0008516
60,4147.19,0.7021,0.38426,0.82389,0.99087,0.99437,0.99452,0.81316,0.71124,0.36922,0.83965,0.0024954,0.0008318,0.0024954,0.0008318,0.0024954,0.0008318,0.0024954,0.0008318
61,4216.55,0.70805,0.39084,0.82215,0.99103,0.99521,0.99464,0.81527,0.70988,0.37132,0.83926,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812
62,4285.63,0.69751,0.382,0.82709,0.99102,0.99477,0.99421,0.81307,0.71176,0.36922,0.84118,0.0023766,0.0007922,0.0023766,0.0007922,0.0023766,0.0007922,0.0023766,0.0007922
63,4350.86,0.69065,0.37909,0.82315,0.99033,0.9955,0.99411,0.81028,0.71018,0.37102,0.83989,0.0023172,0.0007724,0.0023172,0.0007724,0.0023172,0.0007724,0.0023172,0.0007724
64,4420.08,0.70669,0.38419,0.82497,0.98742,0.9955,0.99412,0.80882,0.71077,0.37199,0.83833,0.0022578,0.0007526,0.0022578,0.0007526,0.0022578,0.0007526,0.0022578,0.0007526
65,4488.71,0.69403,0.38424,0.82412,0.9888,0.99451,0.99422,0.8104,0.70909,0.37003,0.83777,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328
66,4557.69,0.69582,0.38397,0.83051,0.9899,0.99381,0.99464,0.81529,0.70609,0.36615,0.8376,0.002139,0.000713,0.002139,0.000713,0.002139,0.000713,0.002139,0.000713
67,4623.51,0.68772,0.37965,0.82121,0.98812,0.99662,0.99478,0.81463,0.7083,0.36747,0.83863,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932
68,4692.36,0.69299,0.37729,0.82464,0.98957,0.99662,0.99462,0.81256,0.71151,0.36981,0.83917,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734
69,4760.42,0.68212,0.37257,0.81805,0.99152,0.99324,0.99464,0.81085,0.71174,0.36752,0.83943,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536
70,4829.59,0.67894,0.37337,0.82472,0.99075,0.9955,0.9945,0.81068,0.70657,0.3663,0.8397,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338
71,4894.6,0.67659,0.36723,0.82434,0.99102,0.99415,0.99473,0.81089,0.70615,0.36394,0.83826,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614
72,4963.11,0.68778,0.36897,0.81726,0.99248,0.99324,0.99493,0.81414,0.70194,0.36122,0.8357,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942
73,5032.17,0.6853,0.37163,0.82497,0.99226,0.99324,0.9949,0.81403,0.70126,0.36043,0.83487,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744
74,5100.56,0.68158,0.37197,0.82246,0.99213,0.99427,0.9949,0.81285,0.70761,0.3609,0.83676,0.0016638,0.0005546,0.0016638,0.0005546,0.0016638,0.0005546,0.0016638,0.0005546
75,5166.41,0.67936,0.37421,0.82734,0.98839,0.99775,0.99478,0.8139,0.7054,0.36389,0.83807,0.0016044,0.0005348,0.0016044,0.0005348,0.0016044,0.0005348,0.0016044,0.0005348
76,5234.93,0.66591,0.36975,0.81983,0.99061,0.99775,0.99492,0.81451,0.70386,0.35826,0.83745,0.001545,0.000515,0.001545,0.000515,0.001545,0.000515,0.001545,0.000515
77,5303.7,0.67881,0.36708,0.82361,0.99059,0.99662,0.99494,0.8168,0.70289,0.35513,0.83629,0.0014856,0.0004952,0.0014856,0.0004952,0.0014856,0.0004952,0.0014856,0.0004952
78,5372.38,0.67232,0.36435,0.8244,0.99376,0.99662,0.99498,0.81795,0.70131,0.35525,0.83546,0.0014262,0.0004754,0.0014262,0.0004754,0.0014262,0.0004754,0.0014262,0.0004754
79,5437.76,0.67646,0.36632,0.82298,0.99266,0.9955,0.99494,0.81751,0.69867,0.35296,0.83403,0.0013668,0.0004556,0.0013668,0.0004556,0.0013668,0.0004556,0.0013668,0.0004556
80,5506.3,0.67452,0.36445,0.81919,0.99634,0.99437,0.99499,0.81584,0.69923,0.35112,0.83527,0.0013074,0.0004358,0.0013074,0.0004358,0.0013074,0.0004358,0.0013074,0.0004358
81,5574.72,0.68363,0.3696,0.82771,0.99661,0.99394,0.99499,0.8197,0.69813,0.35196,0.83486,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416
82,5643.55,0.66997,0.35947,0.81878,0.99409,0.99324,0.99498,0.81561,0.69843,0.35144,0.83616,0.0011886,0.0003962,0.0011886,0.0003962,0.0011886,0.0003962,0.0011886,0.0003962
83,5708.8,0.67625,0.36605,0.82135,0.9943,0.9955,0.99492,0.81549,0.70064,0.35544,0.83653,0.0011292,0.0003764,0.0011292,0.0003764,0.0011292,0.0003764,0.0011292,0.0003764
84,5777.71,0.67636,0.36715,0.82371,0.99325,0.99362,0.99491,0.81585,0.70268,0.35378,0.8362,0.0010698,0.0003566,0.0010698,0.0003566,0.0010698,0.0003566,0.0010698,0.0003566
85,5846.82,0.67922,0.36125,0.81876,0.99549,0.99385,0.99492,0.81679,0.70074,0.35072,0.83561,0.0010104,0.0003368,0.0010104,0.0003368,0.0010104,0.0003368,0.0010104,0.0003368
86,5916.06,0.66698,0.36193,0.82334,0.99549,0.99411,0.99494,0.81973,0.70013,0.34949,0.83561,0.000951,0.000317,0.000951,0.000317,0.000951,0.000317,0.000951,0.000317
87,5981.7,0.6629,0.36061,0.82099,0.99305,0.99324,0.99491,0.81756,0.70128,0.35284,0.83723,0.0008916,0.0002972,0.0008916,0.0002972,0.0008916,0.0002972,0.0008916,0.0002972
88,6050.4,0.66595,0.35796,0.82223,0.99116,0.99324,0.99478,0.81607,0.70161,0.35053,0.83746,0.0008322,0.0002774,0.0008322,0.0002774,0.0008322,0.0002774,0.0008322,0.0002774
89,6119.62,0.67095,0.36087,0.82394,0.99102,0.99388,0.99475,0.81859,0.69944,0.35089,0.83613,0.0007728,0.0002576,0.0007728,0.0002576,0.0007728,0.0002576,0.0007728,0.0002576
90,6187.87,0.66947,0.36232,0.82169,0.98992,0.99487,0.99474,0.81679,0.69918,0.35123,0.83633,0.0007134,0.0002378,0.0007134,0.0002378,0.0007134,0.0002378,0.0007134,0.0002378
91,6250.8,0.6661,0.39025,0.82358,0.98704,0.99775,0.99258,0.81349,0.70485,0.36191,0.83949,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218
92,6317.35,0.65011,0.3729,0.82332,0.9853,0.99775,0.99187,0.81054,0.70787,0.37106,0.83907,0.0005946,0.0001982,0.0005946,0.0001982,0.0005946,0.0001982,0.0005946,0.0001982
93,6384.07,0.66276,0.38466,0.82628,0.98516,0.99775,0.99218,0.80897,0.71098,0.37467,0.83911,0.0005352,0.0001784,0.0005352,0.0001784,0.0005352,0.0001784,0.0005352,0.0001784
94,6450.2,0.64751,0.36916,0.82419,0.98503,0.99775,0.99225,0.80855,0.70849,0.373,0.83926,0.0004758,0.0001586,0.0004758,0.0001586,0.0004758,0.0001586,0.0004758,0.0001586
95,6513.29,0.65229,0.37216,0.82185,0.98536,0.99775,0.99277,0.80893,0.70731,0.37188,0.83906,0.0004164,0.0001388,0.0004164,0.0001388,0.0004164,0.0001388,0.0004164,0.0001388
96,6579.77,0.65021,0.37461,0.82021,0.98469,0.99775,0.99314,0.81039,0.70547,0.36988,0.83873,0.000357,0.000119,0.000357,0.000119,0.000357,0.000119,0.000357,0.000119
97,6646.29,0.65104,0.37138,0.81849,0.98444,0.99775,0.99349,0.81048,0.70529,0.36975,0.83854,0.0002976,9.92e-05,0.0002976,9.92e-05,0.0002976,9.92e-05,0.0002976,9.92e-05
98,6712.98,0.64943,0.36963,0.82427,0.98521,0.99775,0.99356,0.81209,0.70454,0.36749,0.83835,0.0002382,7.94e-05,0.0002382,7.94e-05,0.0002382,7.94e-05,0.0002382,7.94e-05
99,6776.13,0.64549,0.36738,0.82617,0.98554,0.99775,0.99355,0.81383,0.70421,0.36659,0.83823,0.0001788,5.96e-05,0.0001788,5.96e-05,0.0001788,5.96e-05,0.0001788,5.96e-05
100,6843.1,0.63972,0.36038,0.82026,0.9859,0.99775,0.99352,0.81256,0.70343,0.36475,0.83802,0.0001194,3.98e-05,0.0001194,3.98e-05,0.0001194,3.98e-05,0.0001194,3.98e-05
